x-position, y-position, x-velocity, y-velocity
   15.363172,    71.960647,    -8.073157,    -0.456149
   76.411985,    56.335868,     2.353702,    -9.593026
   44.105147,    41.842429,    -6.398216,    -1.845758
   39.748881,    60.802421,     2.687125,    -9.259026
   16.821236,    74.268889,     6.614428,    -3.879387
   71.695141,    82.977040,     8.712010,     5.183582
   97.386120,    73.333476,    11.087656,     8.831515
   20.449978,    94.981300,   -12.029920,    -2.654799
   62.817271,    15.596214,    -4.235889,    -2.704277
    3.457309,    16.115762,     9.643169,     1.173011
   97.577156,    21.265505,    -0.855046,    -3.134641
   52.349802,    58.244220,    -8.806205,    -6.121644
   46.340348,    35.665757,   -14.142665,    10.717269
    4.872185,    74.595844,     4.922770,   -10.166729
   47.454938,    70.910133,     9.841203,     9.721509
    2.271207,    78.522932,     0.836035,    23.019621
    4.400959,    87.982389,    -2.341847,    -1.959381
    9.296937,    85.216083,     8.706650,   -11.528328
   42.936365,    87.210151,   -11.507434,    -5.036125
   27.404481,    10.367327,   -30.931790,     8.287165
   27.887588,    39.945967,     0.289103,    -7.997482
   92.298036,    45.013234,    20.139055,    -8.015113
   89.694478,    49.854498,   -17.818702,    -4.366995
   29.402476,    65.085334,    11.667455,    -0.731892
   52.650747,    84.898683,    -4.640185,    -2.008034
    8.544907,    23.732330,    -4.959450,     1.257702
   31.245464,    15.071082,   -15.358900,    23.139928
   82.014894,    92.116524,    -4.530833,   -10.370232
   40.609345,    11.507510,    -8.513001,   -23.247611
   18.268608,    42.778208,     5.371672,     9.154545
   15.851759,    21.971150,    -1.503869,   -16.522014
   69.458213,    42.747616,   -16.502029,   -11.568559
   25.537592,    33.877273,     2.318820,    -4.339602
   54.492399,    57.492385,    -7.788362,   -15.926347
   19.561840,    25.853844,    -5.009822,     8.797791
   64.730028,    82.884858,    -2.146748,     1.880894
   34.833063,    67.869015,     7.188697,    -8.720621
   80.444231,    55.984451,    -1.763854,    -9.047924
   41.299811,    93.646306,     3.657787,    -4.928794
   14.960736,    51.101892,    19.486890,     5.969975
   81.161041,     3.873472,     5.965385,     0.183730
   27.548441,    34.627617,    15.817418,     6.904510
   20.587218,    52.822467,    -0.367450,   -19.392287
   20.769172,     3.506400,   -15.131921,     3.027201
   75.490791,    74.172943,    -8.941923,     0.986548
   68.657684,    42.417202,    -6.836492,     4.003464
   52.945941,    31.018912,    11.043613,     0.545644
   54.565083,    97.644973,    11.080775,    -0.201208
   56.823817,    50.630549,   -11.393019,   -23.989441
   59.335848,    30.297173,     0.161151,    -0.586725
   86.194841,    62.324484,    -5.649001,    -9.892681
   50.991160,    54.607334,     2.633671,     4.362264
    2.660634,    39.655237,    21.244270,    -2.965829
   64.826842,    11.937021,    -2.868814,    17.009606
   91.821434,    96.015410,    28.554777,    13.432107
   33.416422,    52.996613,   -10.523762,   -13.575520
   52.899931,    89.316365,     8.572739,    -6.420204
   17.315384,     2.200569,    11.901462,   -11.671250
   28.050499,    10.892515,    11.181945,     2.297855
   15.794451,    36.176103,    -3.320145,    -5.302194
   12.354036,     3.847518,    12.409814,   -12.645106
   -0.040174,    56.120646,    25.933328,    -9.247980
   63.716426,    42.829219,   -11.885812,     6.312736
   80.253846,    57.433471,    -3.050381,     8.845420
   11.562062,    18.961295,     4.182995,    -0.602397
   16.582456,    79.289780,    -3.690853,     9.757371
   91.757382,    52.255265,     3.519953,    -7.959932
   73.464917,    19.491110,     9.468639,   -20.112309
   65.214518,    16.450082,     6.720441,   -26.749700
   40.155382,    15.576202,    -0.624167,    -6.052946
   61.452538,    73.024896,    -7.342658,    17.591341
   85.114364,    77.878876,    -6.185842,    -5.101518
   69.953419,    20.644352,    -4.855968,   -14.158481
    6.214893,    32.544690,    -8.399141,     3.228755
   69.757111,    48.957688,    -8.643727,   -17.790960
   17.591456,     9.500991,     0.093172,     0.205196
   42.528375,    28.844960,   -14.050335,    -9.169749
   48.438484,    26.592188,    -0.316605,     0.712855
    8.274635,    65.002910,    -1.439239,    27.458804
   40.947503,    94.035274,    -7.701709,     0.376658
   15.665540,    83.591049,     2.896665,     0.125487
   85.587330,    16.543341,    -7.462929,     1.952248
   82.846948,    32.116966,    16.558082,    12.137747
   23.674395,    77.777797,     1.089582,   -30.178177
   92.078267,    37.331146,     1.803739,    -5.235426
   34.341477,    81.532324,   -13.046800,    -2.204040
   88.065493,    33.861226,    11.160724,     1.856554
   70.196283,    93.721245,    -4.606029,    -3.864741
   13.798863,    86.189234,    -2.700108,    10.316609
   53.184833,     7.922772,    -0.547040,     7.711192
   40.482896,    15.574727,    -3.420423,     8.811394
   77.812244,    87.235564,     7.578717,    -4.502805
   26.766990,    60.853108,   -22.757710,     9.745004
   20.233893,    51.615287,   -14.353276,    -1.691363
   88.242269,    70.339467,   -12.865973,   -18.446653
   24.608574,    93.092399,   -16.305092,     5.092301
   95.166741,    15.004212,    -8.895690,    -7.735752
   41.115987,    92.585585,     1.863471,   -13.617361
   47.554536,    96.427292,    40.221049,    -7.919638
   43.195095,    43.145837,     5.821323,     5.600396
