x-position, y-position, x-velocity, y-velocity
   99.758399,    37.756936,     0.000000,     0.000000
   58.449085,    11.309752,     0.325833,     2.406583
   95.892167,    71.605022,    -1.528203,    -0.020134
   82.400352,    82.721874,     1.814946,    -1.060969
   71.392897,    88.140634,     3.648860,    -1.853125
   16.056448,    94.233459,    -7.727299,     2.436616
   14.582229,    76.251152,     3.125182,   -10.419190
    4.397902,    49.460283,    -0.569424,     9.563262
   40.174445,    65.892438,     3.177864,    -2.670904
   35.413810,     6.799353,     1.675751,     3.301958
    2.961095,    77.859739,    -3.981722,    -0.727344
    9.419289,    13.538529,     2.782814,   -12.470287
   90.587109,    84.217257,     0.143651,     0.794091
   27.630535,    56.707496,    -2.930147,    13.413615
   63.580021,    91.751495,    -0.256450,     0.599325
   63.503910,    50.486986,    -2.197807,    -4.679096
    3.427972,    29.755132,    -4.586072,    -1.128342
   35.147797,    43.065112,    -3.819922,     0.848512
   66.980942,    78.612546,    -2.034616,     1.735221
   42.357502,    43.650142,     3.490643,    -0.749432
   70.229835,    59.743903,    -4.326958,    -1.444290
   56.256502,    85.077403,     0.979763,     3.869046
   71.203700,    35.522181,   -12.942888,    -1.140502
   96.041376,    13.405610,     0.864427,    -2.075889
   95.459084,    28.490608,    -3.781893,    -4.946424
   72.403628,    60.465129,    -4.354609,     3.560189
   47.419804,    13.462199,    -0.495244,     0.915105
   39.772606,    93.012536,     8.182095,    -1.512507
    9.403872,    17.412193,    -0.173187,   -10.535484
   85.248791,    71.747719,     2.029389,     8.878322
   74.469428,    18.668166,     2.317474,    -8.348979
   83.939542,    88.654454,     4.669555,     0.099965
   95.690134,    72.107861,    -0.254403,     3.617984
   76.636946,    91.582251,     0.934807,     1.235148
    5.955705,    73.177775,     5.486343,    -9.491162
   67.784672,    75.315101,     4.287954,     0.854423
   95.075863,    24.569892,     9.920987,    -0.285965
   91.289730,    12.815973,    -2.521740,    -1.772454
   19.141445,    64.255572,     7.920271,     1.223941
   58.197118,    75.092216,     0.352523,     8.600135
   55.676049,    67.638334,    -4.404659,    -2.837272
   59.654974,     4.591953,     2.328196,    -1.027437
   97.798250,    79.998144,     0.000000,     0.000000
   69.044511,    25.643995,    -1.893210,     5.068675
   69.640795,     3.590198,     4.120422,    -2.395718
   77.707062,    81.681402,    -0.040461,    -1.614959
   39.869800,    10.920299,     6.296926,    18.237549
   88.918381,    77.146672,     2.360352,     5.965480
   24.911501,    34.266931,     1.508226,    -3.357130
   68.659574,    85.487621,    10.755751,     2.299273
   80.995982,    83.252146,     1.737151,     5.028288
   44.049395,    35.159270,     6.725219,    -9.664319
    3.813167,    69.938731,    -0.022773,    -2.746456
   76.087535,    88.809028,     4.356125,    -2.509653
   69.072784,     5.090093,     5.160980,     3.522208
   73.755402,    58.538461,    -1.818538,    -4.598278
   70.616050,    98.632524,    -3.233885,    -0.049130
   64.041660,    93.597663,     2.169407,     6.131607
   36.646096,    15.187399,    -0.520763,    -0.790529
   60.308235,    81.017745,    -3.477007,     4.140771
   44.330359,    70.050175,     4.882161,     2.867960
   99.794009,     3.479114,     0.000000,     0.000000
   99.049080,    91.757229,     0.000000,     0.000000
   73.189125,    70.503826,     0.991642,    -5.418171
   95.422147,    75.919022,    -2.914613,    -0.204945
   20.288763,    85.137062,     3.838959,    -4.118346
   67.570701,    16.612879,     0.439025,    10.185256
   73.451113,    50.582810,    -5.011392,    -3.087521
   86.665622,    64.182419,   -10.830705,     0.839738
   68.101426,    57.864428,     1.303678,     1.006718
   87.129839,    73.158888,     5.974395,    -4.488064
   42.115212,    65.491732,    -1.455249,     5.868110
    6.252692,    35.473251,    -6.134341,     0.633220
   40.297063,    75.075400,   -11.447015,    13.752440
   41.150026,    67.368613,     0.883942,    -0.888596
    4.157625,    13.910660,     7.337382,     0.849349
   36.725727,     3.784917,   -13.860747,    -1.939660
   62.668037,    85.093394,     0.884493,    -3.561023
   91.535482,    81.038619,    -1.948299,     6.682455
   10.620057,    23.301560,   -10.200280,     5.283304
