x-position, y-position, x-velocity, y-velocity
   99.758399,    37.756936,     0.000000,     0.000000
   57.355857,    33.139976,     0.459017,     0.458066
   96.625622,    71.781460,     0.000000,     0.000000
   74.924477,    73.351035,    -0.063550,     0.058765
   33.471115,    36.270069,    -0.820565,    -0.645352
   46.330072,    80.526503,    -3.194708,    -3.611772
    8.301672,    95.412773,     0.000000,     0.000000
    1.881249,    30.714488,     0.280403,    -0.517780
   35.333327,    58.408978,    -0.012769,     0.006378
   35.413098,    24.987692,     1.063339,     1.750973
   22.577221,    84.595943,     0.000000,     0.000000
   13.870749,    26.390379,    -0.112322,    -0.056194
   90.171807,    84.045773,     0.012425,    -0.055529
   40.725666,    63.459347,     0.502600,     3.293784
   45.111735,    62.538299,     0.016276,     0.003003
   68.185130,    47.997502,     1.165745,    -1.252841
    2.570921,    28.941908,    -0.019415,    -0.200513
   65.450382,    24.371881,     0.139962,     0.252668
   65.095337,    66.260674,     0.039860,     0.302944
   32.975741,    61.109865,    -0.000001,     0.000001
   45.244807,    36.902264,   -19.984464,    -2.756728
   40.050333,    87.301660,    -1.603137,     5.647868
   21.873432,    72.124941,     0.303007,     5.646355
   96.885407,    26.623510,    -0.000000,    -0.000000
   59.668989,    24.123141,     0.839164,    -3.787491
   67.765572,    55.787590,    -1.061221,    -0.060135
   47.172426,    13.923310,     0.629319,     0.608318
   33.671497,    97.868469,     0.000000,     0.000000
    6.421376,    28.309612,     2.858488,    -2.578250
   75.507391,    72.617748,    -0.144175,     0.135387
   61.253624,    35.027588,     0.250035,    -1.367828
   72.572369,    97.639690,     0.681195,    19.474484
   89.836110,    54.825025,    -0.000033,    -0.000021
   66.088872,    96.009219,    -0.954618,     0.005306
   15.920967,    93.017817,     0.000000,     0.000000
   59.829582,    63.628755,    -1.375081,    -0.053397
   97.887364,    30.265289,     0.000000,    -0.000000
   99.915085,    18.299217,     0.000000,     0.000000
   26.423001,    84.415281,    -0.065643,     0.060075
   55.534017,    62.240165,    -0.004160,    -0.000360
   65.829350,    69.674253,    -0.438810,    -1.358145
   55.680705,    24.360454,    -0.389941,    -0.942302
   97.798250,    79.998144,     0.000000,     0.000000
   90.292148,    39.710105,     0.000387,    -0.000063
   66.050612,    11.864624,    -0.096428,    -0.023858
   74.180419,    79.128783,     2.044900,     7.024179
   43.310889,     7.347472,     1.546373,     3.244754
   92.934868,    70.365699,     0.000825,     0.000283
   15.557436,    53.034750,    -0.029226,     0.014597
   59.507013,    76.056746,    -5.895081,     0.377078
   88.507079,    96.016797,     4.581444,   -16.445076
   34.578422,    87.252948,    -0.054137,     0.052148
   12.466067,    83.241409,     0.000000,     0.000000
   61.822547,    95.760863,    -0.000054,    -0.000003
   82.241097,    23.004476,     0.000000,    -0.000000
   94.867863,    57.957114,     0.057342,    -0.217410
   73.575431,    99.013572,     2.247526,    -0.513343
   49.495808,    84.011815,    -0.958524,    -0.181127
   38.105372,    18.305741,     0.000000,    -0.000000
   42.729080,    71.244633,    -0.000000,     0.000000
   65.174135,    29.701937,    11.548630,    -1.749063
   99.794009,     3.479114,     0.000000,     0.000000
   99.049080,    91.757229,     0.000000,     0.000000
   74.865096,    69.729856,     0.188516,     0.721499
   95.422147,    75.919022,    -0.000000,     0.000000
   10.234194,    93.340076,     0.000000,     0.000000
   71.336492,     6.071940,    -1.665329,    -0.267295
   75.701580,    50.971039,     0.346222,     0.718736
   94.738002,     6.890400,     0.000000,     0.000000
   65.849431,    19.979120,    -4.292484,     2.265388
   81.990759,    69.257599,     0.209244,     0.056177
   58.626129,    31.893915,     2.970861,     0.660753
    7.108852,    73.783829,    -0.000000,     0.000000
   48.557844,    75.464188,     0.001868,    -0.005177
   70.634353,    96.019902,    -4.010190,   -59.875805
   14.615660,     9.690718,     0.000000,    -0.000000
   59.152125,     5.847335,    -0.000000,    -0.000000
   52.476858,    78.156828,    -0.000000,     0.000000
   88.877452,    69.373176,     0.087300,     0.487989
   32.232365,    33.382752,     2.873572,     3.811511
   67.294822,    52.748294,    -0.001693,    -0.006704
   66.828677,    51.072229,    -0.000494,    -0.001901
   49.845233,    52.639796,    -0.570013,     2.114619
   26.923837,    59.176579,     0.015092,     0.000122
    8.614652,    30.402293,     0.056537,     0.004642
   11.024416,    30.192993,     0.006959,     0.000129
   55.377308,     8.304660,    -0.000000,     0.000000
   38.182910,    97.519628,     0.000000,     0.000000
    2.499801,    73.088101,    -0.000000,    -0.000000
   79.233411,    77.375466,    -0.144853,     0.765956
   62.739951,    31.715763,     0.544520,     0.508388
   77.597582,    25.410919,     0.025398,     0.013087
   95.404495,    26.431842,    -0.000000,    -0.000000
   12.310193,    62.188213,     0.000000,     0.000000
   32.527802,    93.841035,     0.000000,     0.000000
   60.085165,    99.226059,    -0.000000,     0.000000
    5.767137,    23.256356,    -0.000292,    -0.005561
   12.306372,    94.781116,     0.000000,     0.000000
   22.380527,    84.930751,     0.000000,     0.000000
   10.956766,    70.312506,    -0.000000,     0.000000
    8.276378,    55.892456,     0.014619,     0.001912
   26.747857,    44.852271,     0.424401,     0.073020
   44.895042,    25.669000,     0.000000,     0.000000
   21.628390,    89.868613,     0.000000,     0.000000
   57.132836,    15.427252,    -0.000000,     0.000000
    4.031000,    59.919054,     0.812732,     4.441629
   42.608767,    46.280246,     0.000000,     0.000000
   40.387449,    31.628673,     0.000000,     0.000000
   97.681957,    48.611536,     0.000000,     0.000000
   69.400798,    69.603699,    -0.276854,     0.565792
    1.489393,    81.269088,     0.000000,     0.000000
   53.141738,    52.612423,    -2.996858,    25.321328
    6.114933,    29.972978,     0.748524,     0.074346
   84.137996,    58.021828,     0.000000,     0.000000
   63.821354,    70.335852,    -2.982374,    -1.246180
   58.613130,    15.134561,    -0.000001,     0.000000
   73.619066,    34.021995,     0.000000,     0.000000
   12.486540,    16.876322,    -0.006851,    -0.008671
   84.189666,    53.924837,     0.000000,     0.000000
   83.854305,    72.644770,     0.103502,     0.019080
   75.043544,    23.720923,     0.224493,     0.189166
   84.476888,    20.701638,     0.000000,    -0.000000
   53.355061,    97.289341,    -0.000000,     0.000000
   66.798889,    99.340453,    -0.606716,    -0.405409
   62.532464,    23.533693,    -9.085783,    11.227533
   41.649822,    25.837185,     0.000000,     0.000000
   36.216438,    22.369049,     0.000000,    -0.000000
   73.480436,    25.280769,    -0.408639,     4.377287
   46.704793,    85.621871,    -1.348472,     0.634878
   46.932967,     4.526766,     0.169393,    -1.121952
   14.411751,    63.760975,   -37.090273,    85.732984
   67.967370,     7.850384,    -2.144579,     0.166920
   26.670471,    43.636944,     0.202510,     0.838411
   93.832798,    14.594565,     0.000000,     0.000000
   47.334502,    13.581872,     0.781196,     0.514015
   81.040440,    31.289005,     0.000000,     0.000000
   92.341384,    60.727376,     0.681349,    -0.488864
   69.113690,    68.468860,    -0.924947,     1.484348
   22.729362,    89.695091,     0.000000,     0.000000
   85.740984,    75.622045,     0.061305,     0.004480
   76.241650,    63.960853,     0.672372,     0.262166
   29.197941,    25.154217,    -3.240983,     4.542304
   68.624907,    48.004529,     1.140738,    -0.795685
   60.396871,    61.094521,    -1.426198,    -0.609870
   96.789788,    98.778218,     0.000000,     0.000000
   99.033698,    56.359516,     0.000001,    -0.000061
   33.986999,    37.702729,    -0.150209,    -0.153502
   92.155958,    34.421878,     0.000000,    -0.000000
   34.568261,    74.797083,     0.000000,     0.000000
   93.162446,    57.400151,    -0.001069,    -0.004222
   55.743723,    46.947115,     2.064910,     2.560072
   47.085746,    65.170778,     0.000000,     0.000000
   18.444576,    68.722602,    -0.081146,     0.047881
   38.421416,    17.868661,     0.000000,    -0.000000
   14.950993,    19.738341,    -1.242180,    -2.722533
   36.969304,    43.903659,     0.232328,    -0.221783
   66.896236,    46.286042,    -0.016372,    -0.049768
   59.116133,    41.698480,    -3.436182,     1.739161
   47.425777,    69.145087,     0.000000,     0.000000
   32.308887,    30.590097,    -0.000238,     0.000343
   28.071000,    22.213073,    -2.569409,     1.342804
   20.451921,    19.419244,    -0.122061,    -0.231247
   42.127582,    42.480926,     0.003398,     0.001758
   97.950988,    69.373880,     0.000000,    -0.000000
   54.777947,    14.914990,    -0.000000,    -0.000000
   13.822090,    15.229603,    -0.001261,    -0.004703
   82.022231,    67.152096,     0.623623,     0.253945
   84.736281,    57.991845,     0.000000,     0.000000
   71.040271,    78.215677,    -0.313380,     0.994972
   53.368353,    77.754361,    -0.000000,    -0.000000
   66.497326,    77.192996,    -0.165605,     0.317942
   78.184228,    88.606608,    -6.827002,     0.826037
   94.175262,    10.822165,     0.000000,     0.000000
   11.439173,    33.149046,    -0.285748,    -0.305861
   87.802911,    65.098849,     0.477533,     0.111703
   63.577267,    14.019230,    -0.041905,    -0.017437
   25.035985,    80.946823,    -0.085918,    -0.000610
   16.717297,    54.744463,    -0.064849,     0.038930
    3.095725,    27.238979,    -0.013639,    -0.072330
   22.531984,    69.791225,     0.776393,     4.425497
   31.921673,    51.581577,     0.000000,     0.000000
   81.155298,    50.978609,     0.000489,     0.000025
   57.798131,    96.215619,    -0.000000,     0.000000
   82.799806,    55.473282,     0.000000,     0.000000
   27.126738,    19.046611,    -5.232990,    -1.283578
   16.980280,    20.717754,     0.108960,    -0.184586
   33.851505,    26.072919,     0.178718,     0.897014
   27.319484,    97.039049,     0.000000,     0.000000
   54.933032,    77.862920,    -0.007093,     0.002688
   57.982344,    22.383517,     2.321053,    -5.321565
    4.470464,    51.031636,     0.580439,     0.336544
   37.256841,    39.702112,     6.571234,    -0.052093
   11.385434,    61.716338,     0.000000,     0.000000
   61.807159,     9.441594,    -0.000011,    -0.000007
